CERVEJA BUDWEISER 343 ML;R$ 3,99;MERCADINHO FORTALEZA;CAMPOS DO JORDAO, NRO 004, JARDIM PETROPOLIS, MANAUS-AM, CEP 69067-250
CERVEJA BUDWEISER LONG NECK 343ML;R$ 3,99;SUPERMERCADO RODRIGUES;AV AUTAZ MIRIM, NRO 7451, TANCREDO NEVES, NAO INFORMADO, MANAUS-AM, CEP 69085-000
BUDWEISER LN 343ML;R$ 3,99;SM Amazonas;AV. MARGARITA, NRO 001, NOVA CIDADE, QD 238 LOTE 1/3/10/12, MANAUS-AM, CEP 69097-305
CERV BUDWEISER 269 ML;R$ 4,00;POSTO TURISMO II;AV DO TURISMO, NRO 109, PONTA NEGRA, MANAUS-AM, CEP 69037-005
CERV BUDWEISER LT 269ML;R$ 4,00;POSTO JAPIIM;AV. RODRIGO OTAVIO, NRO 4229, JAPIIM, MANAUS-AM, CEP 69077-000
CERVEJA BUDWEISER LONG NECK 343 ML UN;R$ 4,08;SUPERMERCADO VENEZA;AV TANCREDO NEVES, NRO 915, PARQUE 10, MANAUS-AM, CEP 69054-700
CERVEJA BUDWEISER 343ML;R$ 4,10;FRIGORIFICO AMAZONAS;RUA RIO CARAUARI , 100, NRO 100, SAO JOSE OPERARIO, MANAUS-AM, CEP 69086-001
CERVEJA BUDWEISER 343ML;R$ 4,19;SUPERMERCADO ECONOMIA;RUA GURUPI, NRO 2323, REDENCAO, MANAUS-AM, CEP 69047-010
CERVEJA BUDWEISER 343ML;R$ 4,25;MERCADINHO ADAO EVA;RUA PROFESSORA RAIMUNDA MAGALHAES, NRO 103, COROADO II, MANAUS-AM, CEP 69080-271
CERVEJA BUDWEISER VD 343ML;R$ 4,25;SUPERMERCADO VIDAL;AVENIDA FRANCISCO QUEIROZ, NRO 39, CIDADE NOVA, MANAUS-AM, CEP 69093-000
CERVEJA BUDWEISER 343ML;R$ 4,30;MERCADINHO JAPONES;RUA MANOEL MARQUES DE SOUZA, NRO 242, PARQUE DEZ, MANAUS-AM, CEP 69055-240
LONG NECK BUDWEISER 343ML;R$ 4,45;SUPERMECADO CEZAR CIA LTDA;RUA 7B, NRO 001, SAO JOSE OPER., MANAUS-AM, CEP 69086-083
CERVEJA BUDWEISER LO;R$ 4,50;ADAO TOMAZ JUNIOR ME;RUA FORMOSA, NRO 061, PARQ DAS NACOES, MANAUS-AM, CEP 69028-120
CERVEJA BUDUWEISER 343ML;R$ 4,50;MERCADINHO CLEBER;RUA PROF. MANOEL BELEM, NRO 043, CIDADE NOVA, CONJ. MANOA, MANAUS-AM, CEP 69090-767
CERV BUDWEISER LT 269ML;R$ 4,50;POSTO ESCOLA;AV DJALMA BATISTA, NRO 4360, FLORES, MANAUS-AM, CEP 69050-010
CERVEJA BUDWEISER 34;R$ 4,50;SUPER JB;AVE BARAO DO RIO BRANCO, NRO 015, FLORES, MANAUS-AM, CEP 69058-581
CERVEJA BUDWEISER 343ML 8739;R$ 4,50;MERCADINHO E ACOUGUE 3 IRMAOS;AVENIDA ALECRIM, NRO 140, JOAO PAULO II, MANAUS-AM, CEP 69000-000
CERV BUDWEISER LT 269ML;R$ 4,50;POSTO SAO FRANCISCO;AV AUTAZ MIRIM, NRO 1000, JORGE TEIXEIRA, MANAUS-AM, CEP 69085-000
BUDWEISER LT 269ML;R$ 4,50;Rio - XVIII;RUA:MARGARIDA,N.04 Q.40-A - CONJ.:NOVA CIDADE, NRO 004, NOVA CIDADE, MANAUS-AM, CEP 69097-305
CERVEJA L NECK BUDWEISER 343 ML;R$ 4,75;SERVE LAR;TRAVESSA ARAPOTI, NRO 168, CONJUNTO MANOA, MANAUS-AM, CEP 69090-783
BUDWEISER LONG NECK 343ML;R$ 4,75;SUPERMERCADO RESENDE;RUA ALMERON CAMINHA, NRO S/N, PETROPOLIS, MANAUS-AM, CEP 69067-200
CERVEJA BUDWEISER 34;R$ 4,75;CAMPEAO SUPERMERCADOS LTDA;RUA JOAO PAULO I, NRO 001, ALVORADA, MANAUS-AM, CEP 69043-000
CERVEJA BUDWAISER 269ML;R$ 4,75;POSTO MORADA DO SOL;AV ANDRE ARAUJO, NRO 2893, ALEIXO, MANAUS-AM, CEP 69060-000
CERVEJA BUDWEISER VD 343ML;R$ 4,89;ALIANCA SUPERMERCADO;RUA CASSIOPEIA, SANTO AGOSTINHO, MANAUS-AM, CEP 69036-600
BUDWEISER LN 343ML;R$ 4,90;VAREJAO OSSAMI LARANJEIRAS;AVENIDA PROF NILTON LINS, NRO 195, FLORES, MANAUS-AM, CEP 69058-030
CERV BUDWEISER 343 ML;R$ 5,00;POSTO MAUAZINHO;AV COSME FERREIRA, NRO 11300, MAUAZINHO, MANAUS-AM, CEP 69075-775
CERV BUDWEISER 343ML;R$ 5,00;MERCADINHO ESPERANCA;AV JURUNAS, NRO 20, CIDADE NOVA, MANAUS-AM, CEP 69090-295
BUDWEISER LN 343ML SIXPACK CARTAO SH C/4;R$ 5,00;panificadora fruta pao;TRAV. 03 NRO 16 LJ. 06/07 CONJ. ICA PAR, NRO 003, ADRIANOPOLIS, MANAUS-AM, CEP 69053-590
CERV BUDWEISER 343 ML;R$ 5,00;IBK RENATO;RUA URAQUEMA, NRO 8, CIDADE NOVA 1, ETAPA 1, MANAUS-AM, CEP 69000-000
B.A CERVEJA BUDWEISER  SIXPACK 343ML;R$ 5,00;PANIFICADORA TROPICAL;RUA BENJAMIN CONSTANT, NRO 184, PETROPOLIS, MANAUS-AM, CEP 69063-010
CERVEJA BUDWEISER LN 343ML;R$ 5,00;POSTO RECOPEL (DJALMA);AV DJALMA BATISTA, NRO 5235, PARQUE 10, MANAUS-AM, CEP 69050-010
CERVEJA BUDWEISER 343ML;R$ 5,00;MERCANTIL 3 IRMAOS;RUA GABRIEL GONCALVES, NRO 50, ALEIXO, MANAUS-AM, CEP 69060-010
CERVEJA BUDWEISER 343ML;R$ 5,50;VITALLI ATACADO;AV. TORQUATO TAPAJOS, NRO 053, FLORES, MANAUS-AM, CEP 69050-830
CERVEJA BUDWEISER 350ML LATA;R$ 5,50;ESPETINHO DO SUZUKI;AVENIDA VISCONDE DE PORTO SEGURO, NRO 018, FLORES, LT.PQ 10, MANAUS-AM, CEP 69058-090
CERVEJA BUDWEISER LN 343ML;R$ 5,50;POSTO SANTA ETELVINA;AV. ARQUITETO JOSE HENRIQUES B. RODRIGUES, NRO 2499, SANTA ETELVINA, MANAUS-AM, CEP 69059-800
CERVEJA BUDWEISER LONG NECK 343ML UN UNICO;R$ 5,85;BELLA SERPAN CASA DOS PAES;AV EPHIGENIO SALES, NRO 011, ALEIXO, MANAUS-AM, CEP 69060-020
CERV BUDWEISER 600ML;R$ 5,85;Loja 122 - Manaus;AV AUTAZ MIRIM, NRO 8755, NOVO ALEIXO, MANAUS-AM, CEP 69099-045
CERVEJA BUDWEISER LN 343ML;R$ 5,90;TABERNAO;RUA FRANCISCO ARRUDA, NRO 301, COROADO, MANAUS-AM, CEP 69083-060
CERVEJA LATA BUDWEISER;R$ 5,90;GIRAFFAS;MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
CERV BUDWEISER LN 343ML;R$ 6,00;AUTO POSTO BRASIL;AVGOVERNADORJOSELINDOSO, NRO 2560, PARQUEDEZDENOVEMBRO, MANAUS-AM, CEP 69054-285
CERV BUDWEISER LN 343ML;R$ 6,00;ILHA GELADA SEIXAS;AV TORQUATO TAPAJOS, NRO 018, NOVO ISRAEL, MANAUS-AM, CEP 69000-000
CERV BUDWEISER LN 343ML;R$ 6,00;POSTO JAPIIM;AV. RODRIGO OTAVIO, NRO 4229, JAPIIM, MANAUS-AM, CEP 69077-000
CERV BUDWEISER LN 343ML;R$ 6,00;POSTO SAO LUCAS;RODRIGO OTAVIO, NRO 20, COROADO, MANAUS-AM, CEP 69080-005
CERVEJA BUDWEISER LN 343 ML;R$ 6,00;POSTO SAO FRANCISCO;AV AUTAZ MIRIM, NRO 1000, JORGE TEIXEIRA, MANAUS-AM, CEP 69085-000
CERV BUDWEISER L/N 343ML;R$ 6,00;ILHA GELADA MAX;AV MAX TEIXEIRA, NRO 999, COL SANTO ANTON, MANAUS-AM, CEP 69093-770
CERVEJA BUDWEISER LN 343ML;R$ 6,00;POSTO NOSSA SENHORA;AV GRANDE CIRCULAR, NRO 189, JORGE TEXEIRA, MANAUS-AM, CEP 69087-000
CERV BUDWEISER LN 343ML;R$ 6,00;POSTO ESCOLA;AV DJALMA BATISTA, NRO 4360, FLORES, MANAUS-AM, CEP 69050-010
CERVEJA BUDWEISER LONG NECK;R$ 6,00;ALX FILIAL;AV NATHAN XAVIER DE ALBUQUERQUE, NRO 1389, NOVO ALEIXO, MANAUS-AM, CEP 69098-145
CERV BUDWEISER 343 ML;R$ 6,00;POSTO TURISMO II;AV DO TURISMO, NRO 109, PONTA NEGRA, MANAUS-AM, CEP 69037-005
CERVEJA BUDWEISER LN 343ML;R$ 6,00;POSTO LARANJEIRAS;AV. PROFESSOR NILTON LINS, NRO 2653, FLORES, MANAUS-AM, CEP 69058-030
BUDWEISER GR 600ML;R$ 6,49;CARREFOUR;AV JORNALISTA HUMBERTO CALDERARO FILHO 203, NRO 203, ADRIANOPOLIS, MANAUS-AM, CEP 69057-015
BUDWEISER LONG NECK;R$ 6,90;MATSURI SUSHI BAR;R KUMAMOTO, NRO 14, PARQUE 10 DE NOVEMBRO, JD ORIENTE, QD B, MANAUS-AM, CEP 69054-309
CERVEJA BUDWEISER 600 ML ONE WAY UN;R$ 6,98;SUPERMERCADO VENEZA;AV TANCREDO NEVES, NRO 915, PARQUE 10, MANAUS-AM, CEP 69054-700
CERVEJA BUDWEISER VD 600ML;R$ 6,99;SUPERMERCADO VIDAL;AVENIDA FRANCISCO QUEIROZ, NRO 39, CIDADE NOVA, MANAUS-AM, CEP 69093-000
BUDWEISER ONE WAY 600ML;R$ 6,99;CASA DE CARNE OTAVIO;RUA SAO EUSEBIO, NRO 219, TERRA NOVA, MANAUS-AM, CEP 69093-820
BUDWEISER;R$ 7,00;Adolpho - Assador Oficial;AVENIDA TANCREDO NEVES, NRO 920 A, PARQUE 10 DE NOVEMBRO, MANAUS-AM, CEP 69054-700
BUDWEISER;R$ 7,00;M.MANAUARA.AM;AV. MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
CERV BUDWEISER LN 343ML;R$ 7,00;ITA LUCAS LTDA;COSME FERREIRA, NRO 357, ALEIXO, MANAUS-AM, CEP 69083-000
BUDWEISER LONG NECK;R$ 7,00;J F RESTAURANTE E PIZZARIA LTDA EPP;AV TANCREDO NEVES, NRO 31, PARQUE DEZ, MANAUS-AM, CEP 69054-700
CERV BUDWEISER LN 343ML;R$ 7,00;VDL ALEIXO;AV COSME E FERREIRA, NRO 6039, ALEIXO, KM 05, MANAUS-AM, CEP 69083-000
CERVEJA BUDWEISER LN 343ML;R$ 7,00;FAST DISTRITO;AV RODRIGO OTAVIO, NRO 3894, DISTRITO INDUSTRIAL I, MANAUS-AM, CEP 69075-000
CERVEJA BUDWEISER 343ML;R$ 7,00;LOJAS AMPM;VALERIO BOTELHO DE ANDRADE, NRO 284, SAO FRANCISCO, LOJA 02, MANAUS-AM, CEP 69079-260
CERVEJA BUDWEISER 34;R$ 7,00;ILHA GELADA TIMBIRAS;AV. TIMBIRAS, NRO 92, CIDADE NOVA II, LOJA C, MANAUS-AM, CEP 69094-000
CERV BUDWEISER ONE W;R$ 7,09;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
CERVEJA BUDWEISER ONEWAY 600ML;R$ 7,09;LOJA 11 SUPER G.CIRCULAR;AV AUTAZ MIRIM, NRO 6004, SAO JOSE, MANAUS-AM, CEP 69085-000
BUDWEISER LONG NECK;R$ 7,50;Caritó Bar e Petiscaria;AV EPHIGENIO SALLES, NRO 2300, ALEIXO, MANAUS-AM, CEP 69060-020
BUDWEISER;R$ 7,50;Ribeirinho Peixes da Amazonia;AV. AUTAZ MIRIM, NRO 248, DISTRITO INDUSTRIAL I, MANAUS-AM, CEP 69075-155
CERVEJA BUDWEISER LONG NECK;R$ 7,50;TK.MANAUARA.AM;AV. MARIO YPIRANGA,1300, MANAUARA SHOPPING, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
CERVEJA BUDWEISER LO;R$ 7,50;TK.MANAUARA.AM;AV. MARIO YPIRANGA,1300, MANAUARA SHOPPING, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
BUDWEISER;R$ 7,50;Tambagrill;AV EFIGENIO SALES, NRO 2600, ALEIXO, MANAUS-AM, CEP 69060-020
BUDWEISER LN;R$ 7,50;LARANJEIRAS RESTAURANTE E PIZZARIA;RUA PERNAMBUCO, NRO 15, FLORES, LOTE 15 CONJ PQ DAS LARANJEIRAS, MANAUS-AM, CEP 69058-480
BUDWEISER;R$ 8,00;M153 MANAUS;AV MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, LOJA62-AMANAUARA SHOPP, MANAUS-AM, CEP 69057-002
LONG NECK BUDWEISER;R$ 8,00;SOHO LOUNGE;AV TANCREDO NEVES, NRO 645, PARQUE 10 DE NOVEMBRO, MANAUS-AM, CEP 69054-040
CERV BUDWEISER 600ML;R$ 8,00;VDL RAQUEL;RUA DONA RAQUEL DE SOUZA, NRO 039, PETROPOLIS, MANAUS-AM, CEP 69063-590
CERV. BUDWEISER 330ML;R$ 8,00;EXPRESSO;AV. MARIO YPIRANGA, NRO 3360, PARQUE 10, MANAUS-AM, CEP 69057-002
CERVEJA BUDWEISER;R$ 8,00;Sushi Cidade Nova;AV MAX TEXEIRA, NRO 4000, CIDADE NOVA, EM FRENTE AO POSTO ATEM, MANAUS-AM, CEP 69090-002
BUDWEISER;R$ 8,00;TIO ARMENIO;AV AV MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, SHOPPING, MANAUS-AM, CEP 69057-002
CERVEJA BUDWEISER 343ML;R$ 8,00;Japa food;AV COSME FERREIRA, NRO 4605, SAO JOSE, LOJA 45 A, MANAUS-AM, CEP 69085-015
CERVEJA BUDWEISER;R$ 8,00;SUSHI PARAIBA LANCHONETE LTDA - ME;AVE JORNALISTA HUMBERTO CALDERARO FILHO, NRO 624, ADRIANOPOLIS, MANAUS-AM, CEP 69057-015
CERV BUDWEISER;R$ 8,00;JAPAMIX;AVENIDA TANCREDO NEVES, NRO 282, PARQUE 10 DE NOVEMBR, MANAUS-AM, CEP 69054-700
BUDWEISER LONG NECK;R$ 8,50;MORADA DO SOL PIZZA;AV EFIGENIO SALES, NRO 3050, ALEIXO, MANAUS-AM, CEP 69060-000
BUDUWEISER;R$ 8,50;PIZZARIA LATORRE;RUA PIRAJUBA, NRO 252, FLORES, DUQUE DE CAXIAS, MANAUS-AM, CEP 68058-836
CERVEJA BUDWEISER L. N. 355 ML;R$ 9,00;Sleep Inn Manaus - Data Inn;AV. RODRIGO OTAVIO, NRO 3373, DISTRITO INDUSTRIAL, MANAUS-AM, CEP 69077-000
BUDWEISER;R$ 9,00;Chefao Pub e Steak;AV. MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
BUDWEISER LONG NECK;R$ 9,00;SPLASH PIZZA;AVE EFIGENIO SALES, NRO 5000, ADRIANOPOLIS, MANAUS-AM, CEP 69057-050
CERVEJA BUDWEISER;R$ 9,00;KIN SUSHI BAR;AV EPHIGENIO SALLES, NRO 2300, ALEIXO, MANAUS-AM
CERVEJA BUDWEISER LONGECK;R$ 9,90;COZINHA DO PORTUGUES;ALAM COM.NATHANAEL ALGUQUERQUE, NRO 267, BAIRRO DA PAZ, CONJ S DUMONT, MANAUS-AM, CEP 69049-900
BUDWEISER LONG NECK 343ML;R$ 10,00;All Night Pub;AVENIDA EPHIGENIO SALLES, ALEIXO, MANAUS-AM, CEP 69060-020
BUDWEISER;R$ 10,00;HACHI;AVE GUILHERME PARAENSE, NRO 1, ADRIANOPOLIS, QUADRA A1 CJ ADRIANOPOLIS, MANAUS-AM, CEP 69057-095
CERV BUDWEISER ONE WAY GF 600ML;R$ 12,00;POSTO SAO LUCAS;RODRIGO OTAVIO, NRO 20, COROADO, MANAUS-AM, CEP 69080-005
CERVEJA BUDWAISER 600;R$ 13,00;Japa food;AV COSME FERREIRA, NRO 4605, SAO JOSE, LOJA 45 A, MANAUS-AM, CEP 69085-015
CERVEJA BUDWEISER - LONG NECK;R$ 13,00;01-HOLIDAY INN MANAUS;AV. GAL. RODRIGO OTAVIO, NRO 3775, DISTRITO INDUSTRIAL, SALA 1 - TERREO, MANAUS-AM, CEP 69077-000
COPO AVULSO BUDWEISE;R$ 14,69;CARREFOUR;AV DJALMA BATISTA 276 FLORES, NRO 276, FLORES, MANAUS-AM, CEP 69050-010
BUDWEISER;R$ 15,00;L S DA S TAVARES;RUA DOS JAPONESES, NRO 00307, PARQUE 10, MANAUS-AM, CEP 69054-650
BUDWEISER 8 LATAS;R$ 23,00;GLORINETE DE JESUS PINEIRO - M;R CARAPIA, NRO 001, GILBERTO MESTRINHO, MANAUS-AM, CEP 69086-556
CERVEJA BUDWEISER LATA 269 ML CX 8 UN;R$ 23,92;SUPERMERCADO VENEZA;AV TANCREDO NEVES, NRO 915, PARQUE 10, MANAUS-AM, CEP 69054-700
CERVEJA BUDWEISER LONG NECK 343 ML CX 6 UN;R$ 24,48;SUPERMERCADO VENEZA;AV TANCREDO NEVES, NRO 915, PARQUE 10, MANAUS-AM, CEP 69054-700
CERV BUDWEISER 600ML C;R$ 68,28;Loja 122 - Manaus;AV AUTAZ MIRIM, NRO 8755, NOVO ALEIXO, MANAUS-AM, CEP 69099-045
BUDWEISER LONG NECK 343ML C/24 [DIVERSOS];R$ 87,00;DIST FORMIGUETE 3 IRMAOS;AV BRIGADEIRO HILARIO GURJAO FONE-33470057, NRO 068, JORGE TEIXEIRA, MANAUS-AM, CEP 69088-000
