nome;link;ano;mes
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/05/AbdalaFraxe6.pdf;2015;Abril
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/05/AdjutoAfonso.pdf;2015;Abril
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/05/CaboMaciel.pdf;2015;Abril
Dep. Alessandra Campelo;http://www.ale.am.gov.br/wp-content/uploads/2015/05/AlessandraCampelo.pdf;2015;Abril
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/05/AugustoFerraz.pdf;2015;Abril
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/05/BelarminoLins1.pdf;2015;Abril
Dep. Bi Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/05/BiGarcia.pdf;2015;Abril
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/05/BoscoSaraiva.pdf;2015;Abril
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/05/CarlosAlberto.pdf;2015;Abril
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/05/DavidAlmeida.pdf;2015;Abril
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/05/DermilsonChagas.pdf;2015;Abril
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/05/Dr.Gomes_.pdf;2015;Abril
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/05/FranciscoSouza.pdf;2015;Abril
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/05/JoseRicardo.pdf;2015;Abril
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/05/JosueNeto.pdf;2015;Abril
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/05/LuizCastro.pdf;2015;Abril
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/05/OrlandoCidade.pdf;2015;Abril
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/05/PlatinySoares.pdf;2015;Abril
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/05/RicardoNicolau.pdf;2015;Abril
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/05/SabaReis.pdf;2015;Abril
Dep. Serafim Côrrea;http://www.ale.am.gov.br/wp-content/uploads/2015/05/SerafimCorrea.pdf;2015;Abril
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2015/05/SinesioCampos.pdf;2015;Abril
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/05/VicenteLopes.pdf;2015;Abril
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/05/WanderleyDallas.pdf;2015;Abril
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2015/06/CEAP-ACUMULADA-MAIO-20151.pdf;2015;Maio
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/06/abdala.pdf;2015;Maio
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Adjuto-teste.pdf;2015;Maio
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Alcimar-tste.pdf;2015;Maio
Dep. Alessandra Campelo;http://www.ale.am.gov.br/wp-content/uploads/2015/06/alessandra1.pdf;2015;Maio
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/06/ferraz.pdf;2015;Maio
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/06/belarmino.pdf;2015;Maio
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Carlos-Alberto-teste.pdf;2015;Maio
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/06/DAVID.pdf;2015;Maio
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/06/GOMES.pdf;2015;Maio
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Francisco-Souza1.pdf;2015;Maio
Dep. Frank Luiz da Cunha Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Bi-Garcia-teste.pdf;2015;Maio
Dep. João Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Bosco-Saraiva1.pdf;2015;Maio
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Jose-Ricardo1.pdf;2015;Maio
Dep. José Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Dallas1.pdf;2015;Maio
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Josue-Claudio1.pdf;2015;Maio
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/06/luiz-castro.pdf;2015;Maio
Dep. Luiz Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Ricardo-Nicolau1.pdf;2015;Maio
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Orlando1.pdf;2015;Maio
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Platiny1.pdf;2015;Maio
Dep. Sebastião Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Saba-reis1.pdf;2015;Maio
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Serafim1.pdf;2015;Maio
Dep. Sinésio Campos.;http://www.ale.am.gov.br/wp-content/uploads/2015/06/sinesio.pdf;2015;Maio
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/06/vicente1.pdf;2015;Maio
Dep.Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/06/Dermilson-Chagas.pdf;2015;Maio
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2015/07/Estrutura.pdf;2015;Junho
Dep Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/07/vicentegfgfgf.pdf;2015;Junho
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/07/adjutofefdfd.pdf;2015;Junho
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/07/cabo-maciel.pdf;2015;Junho
Dep. Alessandra Campelo;http://www.ale.am.gov.br/wp-content/uploads/2015/07/alessandraffdfdfd.pdf;2015;Junho
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/07/belarminodffdfd.pdf;2015;Junho
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/07/boscorrrwrwr.pdf;2015;Junho
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/07/carlos-alberto1.1.pdf;2015;Junho
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/07/davidf.pdf;2015;Junho
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/07/dermilson-21.pdf;2015;Junho
DEP. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/07/gomes1.pdf;2015;Junho
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/07/francisco-Souza.pdf;2015;Junho
Dep. Frank Luiz da cunha Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/07/biewfwew.pdf;2015;Junho
Dep. José Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/07/Ferraz-2.pdf;2015;Junho
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/07/ze-ricardofdffd.pdf;2015;Junho
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/07/Neto..pdf;2015;Junho
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/07/luiz-castro..pdf;2015;Junho
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/07/orlando1.pdf;2015;Junho
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/07/platiny.pdf;2015;Junho
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/07/ricardo..pdf;2015;Junho
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/07/sabass.pdf;2015;Junho
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2015/07/serafim..pdf;2015;Junho
Dep. Sinésio Campos.;http://www.ale.am.gov.br/wp-content/uploads/2015/07/sinesio..pdf;2015;Junho
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/07/dallas-2.pdf;2015;Junho
Deputado Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/07/abdala1fefwefw.pdf;2015;Junho
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2015/08/CEAP-ACUMULADA-JULHO-2015-AT.pdf;2015;Julho
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/08/Abdala.pdf;2015;Julho
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/08/adjuto2.pdf;2015;Julho
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/08/cabo-maciel2.pdf;2015;Julho
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2015/08/alessandra-2.pdf;2015;Julho
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/08/ferraz.pdf;2015;Julho
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/08/belarmino2.pdf;2015;Julho
Dep. Bi Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/08/Bi-garcia.pdf;2015;Julho
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/08/bosco.pdf;2015;Julho
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/08/carlos-alberto2.pdf;2015;Julho
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/08/david.pdf;2015;Julho
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/08/dermilson2.pdf;2015;Julho
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/08/Gomes1.pdf;2015;Julho
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/08/francisco-souza2.pdf;2015;Julho
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/08/jose-ricardo.pdf;2015;Julho
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/08/neto.pdf;2015;Julho
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/08/luiz-castro.pdf;2015;Julho
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/08/orlando-cidade.pdf;2015;Julho
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/08/platiny.pdf;2015;Julho
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/08/ricardo-nicolau.pdf;2015;Julho
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/08/saba-reis.pdf;2015;Julho
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2015/08/serafim.pdf;2015;Julho
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2015/08/sinesio.pdf;2015;Julho
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/08/vic-ente.pdf;2015;Julho
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/08/dallas.pdf;2015;Julho
ACUMULADAS;http://www.ale.am.gov.br/wp-content/uploads/2015/09/acumulada3.pdf;2015;Agosto
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Abdala.pdf;2015;Agosto
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Adjuto.pdf;2015;Agosto
Dep. Alessandra Campelo;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Alessandra.pdf;2015;Agosto
Dep. Bi Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Bi.pdf;2015;Agosto
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Bosco.pdf;2015;Agosto
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Carlos-Alberto.pdf;2015;Agosto
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/09/david1.pdf;2015;Agosto
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Dermilson.pdf;2015;Agosto
DEP. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/09/gomes.pdf;2015;Agosto
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Francisco-Souza.pdf;2015;Agosto
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Jose-RIcardo.pdf;2015;Agosto
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Neto.pdf;2015;Agosto
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Luiz-Castro.pdf;2015;Agosto
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Orlando-Cidade.pdf;2015;Agosto
dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Platiny.pdf;2015;Agosto
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Ricardo-Nicolau.pdf;2015;Agosto
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Saba-Reis.pdf;2015;Agosto
Dep. Sinésio campos;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Sinesio.pdf;2015;Agosto
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/09/vicente.pdf;2015;Agosto
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/09/wanderley-Dallas.pdf;2015;Agosto
Dep.Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Alcimar.pdf;2015;Agosto
Dep.Berlarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/09/belarmino.pdf;2015;Agosto
Dep.José Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/09/Ferraz.pdf;2015;Agosto
Dep.Serafim Correa;http://www.ale.am.gov.br/wp-content/uploads/2015/09/serafim.pdf;2015;Agosto
acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2015/10/acumuladas.pdf;2015;Setembro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/10/abdala.pdf;2015;Setembro
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/10/adjuto.pdf;2015;Setembro
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2015/10/alessandra.pdf;2015;Setembro
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/10/belarmino1.pdf;2015;Setembro
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/10/carlos-alberto.pdf;2015;Setembro
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/10/david.pdf;2015;Setembro
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/10/dermilson.pdf;2015;Setembro
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/10/gomes.pdf;2015;Setembro
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/10/francisco-souza.pdf;2015;Setembro
Dep. José Augusto  Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/10/augusto-ferraz.pdf;2015;Setembro
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/10/josue-Neto.pdf;2015;Setembro
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/10/luiz-castro.pdf;2015;Setembro
DEp. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/10/orlando-cidade.pdf;2015;Setembro
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/10/platiny.pdf;2015;Setembro
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/10/ricardo.pdf;2015;Setembro
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2015/10/serafim.pdf;2015;Setembro
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/10/vicente.pdf;2015;Setembro
