Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/03/carlos-alberto.pdf;2017;Fevereiro
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2017/03/david.pdf;2017;Fevereiro
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/03/dermilson.pdf;2017;Fevereiro
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/03/dr-gomes.pdf;2017;Fevereiro
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/03/francisco-souza.pdf;2017;Fevereiro
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Jose-ricardo.pdf;2017;Fevereiro
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/03/josue-Neto.pdf;2017;Fevereiro
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Luiz-Castro-1.pdf;2017;Fevereiro
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Orlando-Cidade-1.pdf;2017;Fevereiro
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Platiny-1.pdf;2017;Fevereiro
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Ricardo-Nicolau-1.pdf;2017;Fevereiro
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Saba-Reis.pdf;2017;Fevereiro
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Serafim-1.pdf;2017;Fevereiro
Dep. Sidney Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Sidney.pdf;2017;Fevereiro
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/03/sinesio.pdf;2017;Fevereiro
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/03/vicente-Lopes.pdf;2017;Fevereiro
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/03/Wanderley-Dallas-1.pdf;2017;Fevereiro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Abdala.pdf;2017;Março
Dep. Adjuto  Rodrigues;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Adjuto.pdf;2017;Março
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Alcimar-Maciel.pdf;2017;Março
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Alessandra.pdf;2017;Março
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Augusto-Ferraz.pdf;2017;Março
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/04/belarmino.pdf;2017;Março
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Bosco-Saraiva.pdf;2017;Março
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Carlos-Alberto.pdf;2017;Março
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2017/04/David.pdf;2017;Março
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Dermilson.pdf;2017;Março
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/04/francisco-Gomes.pdf;2017;Março
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/04/francisco-Souza.pdf;2017;Março
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Jose-Ricardo.pdf;2017;Março
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Josue-Neto.pdf;2017;Março
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Luiz-CAstro.pdf;2017;Março
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Orlando.pdf;2017;Março
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Platiny.pdf;2017;Março
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/04/ricardo.pdf;2017;Março
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Saba-Reis.pdf;2017;Março
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Serafim.pdf;2017;Março
Dep. Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Sidney.pdf;2017;Março
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Sinesio.pdf;2017;Março
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Vicente-Lopes.pdf;2017;Março
Dep. Wanderley Dallas.;http://www.ale.am.gov.br/wp-content/uploads/2017/04/Wanderley-Dallas.pdf;2017;Março
acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2017/06/acumuladas.pdf;2017;Abril
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/05/abdala.pdf;2017;Abril
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/05/adjuto.pdf;2017;Abril
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/05/alcimar-maciel.pdf;2017;Abril
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Alessandra-Campelo.pdf;2017;Abril
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Augusto-Ferraz.pdf;2017;Abril
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2017/05/bosco.pdf;2017;Abril
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Carlos-Alberto.pdf;2017;Abril
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2017/05/david.pdf;2017;Abril
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/05/dermilson.pdf;2017;Abril
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/05/gomes.pdf;2017;Abril
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/05/francisco-Souza.pdf;2017;Abril
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Jose-ricardo.pdf;2017;Abril
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Josue-Neto.pdf;2017;Abril
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Luiz-Castro.pdf;2017;Abril
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Orlando-Cidade.pdf;2017;Abril
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Platiny.pdf;2017;Abril
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Saba-Reis-1.pdf;2017;Abril
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Serafim-Correa.pdf;2017;Abril
Dep. Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Sidney-Leite.pdf;2017;Abril
Dep. Sinésio  Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Sinesio.pdf;2017;Abril
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Vicente.pdf;2017;Abril
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Wanderley-Dallas.pdf;2017;Abril
Dep.Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Belarmino-Lins.pdf;2017;Abril
Dep.Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/05/Ricardo-Nicolau.pdf;2017;Abril
acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2017/07/acumuladas.pdf;2017;Maio
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Abdala.pdf;2017;Maio
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Cabo-Maciel.pdf;2017;Maio
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Alessandra.pdf;2017;Maio
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Augusto-Ferraz.pdf;2017;Maio
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Belarmino.pdf;2017;Maio
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2017/06/bosco-Saraiva.pdf;2017;Maio
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Carlos-Alberto.pdf;2017;Maio
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2017/06/david-1.pdf;2017;Maio
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Dermilson.pdf;2017;Maio
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Gomes.pdf;2017;Maio
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Francisco-Souza.pdf;2017;Maio
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Jose-Ricardo.pdf;2017;Maio
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Neto.pdf;2017;Maio
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Luiz-Castro.pdf;2017;Maio
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Orlando-Cidade.pdf;2017;Maio
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Platiny.pdf;2017;Maio
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Ricardo-Nicolau.pdf;2017;Maio
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Saba-reis.pdf;2017;Maio
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Serafim.pdf;2017;Maio
Dep. Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/06/sidney.pdf;2017;Maio
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/06/Sinesio.pdf;2017;Maio
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/06/wanderley-Dallas.pdf;2017;Maio
Dep.Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/06/adjuto.pdf;2017;Maio
Dep.Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/06/vicente.pdf;2017;Maio
Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/07/cabo-Maciel.pdf;2017;Junho
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Abdala-1.pdf;2017;Junho
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/07/adjuto.pdf;2017;Junho
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/07/alessandra.pdf;2017;Junho
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Augusto-Ferraz.pdf;2017;Junho
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/07/belarmino.pdf;2017;Junho
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Bosco-Saraiva.pdf;2017;Junho
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Carlos-Alberto.pdf;2017;Junho
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/07/dermilson.pdf;2017;Junho
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Gomes.pdf;2017;Junho
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/07/francisco-souza.pdf;2017;Junho
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Jose-Ricardo.pdf;2017;Junho
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Josue-Neto.pdf;2017;Junho
Dep. Mario Bastos;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Mario-Bastos.pdf;2017;Junho
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Platiny-Soares.pdf;2017;Junho
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Ricardo-Nicolau.pdf;2017;Junho
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Saba-Reis.pdf;2017;Junho
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Serafim-Correa.pdf;2017;Junho
Dep. Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Sidney-Ricardo.pdf;2017;Junho
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Vicente-Lopes.pdf;2017;Junho
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/07/wanderley-Dallas.pdf;2017;Junho
Dep.Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/07/Orlando-Cidade.pdf;2017;Junho
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2017/08/acumuladas.pdf;2017;Julho
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/08/abdala.pdf;2017;Julho
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/08/adjuto.pdf;2017;Julho
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/08/alessandra.pdf;2017;Julho
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/08/augusto-ferraz.pdf;2017;Julho
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Belarmino.pdf;2017;Julho
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Carlos-Alberto.pdf;2017;Julho
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/08/dermilson.pdf;2017;Julho
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Dr.-gomes.pdf;2017;Julho
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/08/francisco-Souza.pdf;2017;Julho
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Jose-Ricardo.pdf;2017;Julho
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/08/neto.pdf;2017;Julho
Dep. Mário Bastos;http://www.ale.am.gov.br/wp-content/uploads/2017/08/mario-Bastos.pdf;2017;Julho
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/08/orlando-cidade.pdf;2017;Julho
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Platiny.pdf;2017;Julho
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Ricardo-Nicolau.pdf;2017;Julho
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/08/saba2.pdf;2017;Julho
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Serafim.pdf;2017;Julho
Dep. Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/08/sidney.pdf;2017;Julho
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/08/vicente.pdf;2017;Julho
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/08/wanderley-dallas.pdf;2017;Julho
Dep.Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/08/Alcimar.pdf;2017;Julho
Dep.Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/08/sinesio.pdf;2017;Julho
acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2017/09/acumuladas-1.pdf;2017;Agosto
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/09/abdala-1.pdf;2017;Agosto
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/09/adjuto-1.pdf;2017;Agosto
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/09/cabo-maciel.pdf;2017;Agosto
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/09/alessandra-1.pdf;2017;Agosto
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/09/augusto-ferraz-1.pdf;2017;Agosto
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/09/belarmino.pdf;2017;Agosto
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/09/carlos-alberto.pdf;2017;Agosto
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/09/dermilson-1.pdf;2017;Agosto
Dep. Dr. Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/09/dr.-Gomes.pdf;2017;Agosto
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/09/francisco-souza.pdf;2017;Agosto
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/09/jose-Ricardo.pdf;2017;Agosto
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/09/josue-Neto.pdf;2017;Agosto
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2017/09/luiz-castro.pdf;2017;Agosto
Dep. Mário Bastos;http://www.ale.am.gov.br/wp-content/uploads/2017/09/mario-bastos.pdf;2017;Agosto
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/09/orlando-cidade.pdf;2017;Agosto
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/09/platiny.pdf;2017;Agosto
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/09/ricardo-nicolau.pdf;2017;Agosto
Dep. Sebastião Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/09/saba-reis.pdf;2017;Agosto
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/09/serafim.pdf;2017;Agosto
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/09/sinesio.pdf;2017;Agosto
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/09/vicente.pdf;2017;Agosto
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/09/wanderley-Dallas.pdf;2017;Agosto
Dep.Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/09/sidney.pdf;2017;Agosto
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2017/10/ACUMULADAS.pdf;2017;Setembro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/10/ABDALA.pdf;2017;Setembro
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/10/ADJUTO-AFONSO.pdf;2017;Setembro
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/10/CABO-MACIEL.pdf;2017;Setembro
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/10/ALESSANDRA-CAMPELO.pdf;2017;Setembro
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/10/AUGUSTO-FERRAZ.pdf;2017;Setembro
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/10/BELARMINO.pdf;2017;Setembro
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2017/10/BOSCO-SARAIVA.pdf;2017;Setembro
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/10/CARLOS-ALBERTO.pdf;2017;Setembro
Dep. Dermilson  Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/10/DERMILSON.pdf;2017;Setembro
Dep. Dr. Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/10/FRANCISCO-GOMES.pdf;2017;Setembro
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2017/10/FRANCISCO-SOUZA.pdf;2017;Setembro
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/10/JOSe-RICARDO.pdf;2017;Setembro
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2017/10/JOSUe-NETO.pdf;2017;Setembro
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2017/10/LUIZ-CASTRO.pdf;2017;Setembro
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2017/10/ORLANDO-CIDADE.pdf;2017;Setembro
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2017/10/PLATINY.pdf;2017;Setembro
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2017/10/RICARDO-NICOLAU.pdf;2017;Setembro
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2017/10/SABa-REIS.pdf;2017;Setembro
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2017/10/SERAFIM-CORReA.pdf;2017;Setembro
Dep. Sidney Leite;http://www.ale.am.gov.br/wp-content/uploads/2017/10/SIDNEY-LEITE.pdf;2017;Setembro
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2017/10/SINeSIO-1.pdf;2017;Setembro
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2017/10/VICENTE-LOPES.pdf;2017;Setembro
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2017/10/WANDERLEY-DALLAS.pdf;2017;Setembro
ACUMULADAS;http://www.ale.am.gov.br/wp-content/uploads/2017/11/ACUMULADAS.pdf;2017;Outubro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2017/11/ABDALA.pdf;2017;Outubro
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2017/11/ADJUTO.pdf;2017;Outubro
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2017/11/ALCIMAR-MACIEL.pdf;2017;Outubro
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2017/11/ALESSANDRA-CAMPELO.pdf;2017;Outubro
Dep. Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2017/11/AUGUSTO-FERRAZ.pdf;2017;Outubro
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2017/11/BELARMINO-LINS.pdf;2017;Outubro
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2017/11/CARLOS-ALBERTO.pdf;2017;Outubro
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2017/11/DAVID-ALMEIDA.pdf;2017;Outubro
Dep. Dermilson  Chagas;http://www.ale.am.gov.br/wp-content/uploads/2017/11/DERMILSON-CHAGAS.pdf;2017;Outubro
Dep. Donmarques;http://www.ale.am.gov.br/wp-content/uploads/2017/11/DONMARQUES.pdf;2017;Outubro
Dep. Gomes;http://www.ale.am.gov.br/wp-content/uploads/2017/11/GOMES.pdf;2017;Outubro
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2017/11/JOSe-RICARDO.pdf;2017;Outubro
